camera_id,brand,series,model,display_name,aliases,regional_names,release_year,category,lens_type,battery_system,notes
olympus_fe_47,Olympus,FE series,FE-47,Olympus FE-47,"[""Olympus FE-47""]","{""global"": [""Olympus FE-47""], ""regional_aliases"": [""Olympus FE-47""]}",2010,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_fe_5010,Olympus,FE series,FE-5010,Olympus FE-5010,"[""Olympus FE-5010""]","{""global"": [""Olympus FE-5010""], ""regional_aliases"": [""Olympus FE-5010""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_fe_5030,Olympus,FE series,FE-5030,Olympus FE-5030,"[""Olympus FE-5030""]","{""global"": [""Olympus FE-5030""], ""regional_aliases"": [""Olympus FE-5030""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_fe_5050,Olympus,FE,FE-5050,Olympus FE-5050,"[""FE-5050"", ""Olympus FE-5050"", ""OM SYSTEM FE-5050""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_minid_s,Olympus,μ,μ-miniD S,Olympus μ-miniD S,"[""μ-miniD S"", ""Olympus μ-miniD S"", ""OM SYSTEM μ-miniD S""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_sh_1,Olympus,SH,SH-1,Olympus SH-1,"[""SH-1"", ""Olympus SH-1"", ""OM SYSTEM SH-1""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_sh_2,Olympus,SH,SH-2,Olympus SH-2,"[""SH-2"", ""Olympus SH-2"", ""OM SYSTEM SH-2""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_sh_21,Olympus,SH,SH-21,Olympus SH-21,"[""SH-21"", ""Olympus SH-21"", ""OM SYSTEM SH-21""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_sh_25mr,Olympus,SH,SH-25MR,Olympus SH-25MR,"[""SH-25MR"", ""Olympus SH-25MR"", ""OM SYSTEM SH-25MR""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_sh_3,Olympus,SH,SH-3,Olympus SH-3,"[""SH-3"", ""Olympus SH-3"", ""OM SYSTEM SH-3""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_sh_50,Olympus,SH,SH-50,Olympus SH-50,"[""SH-50"", ""Olympus SH-50"", ""OM SYSTEM SH-50""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_sh_60,Olympus,SH,SH-60,Olympus SH-60,"[""SH-60"", ""Olympus SH-60"", ""OM SYSTEM SH-60""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_sp_100ee,Olympus,SP series,SP-100EE,Olympus SP-100EE,"[""Olympus SP-100EE""]","{""global"": [""Olympus SP-100EE""], ""regional_aliases"": [""Olympus SP-100EE""]}",2014,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_320,Olympus,SP series,SP-320,Olympus SP-320,"[""Olympus SP-320""]","{""global"": [""Olympus SP-320""], ""regional_aliases"": [""Olympus SP-320""]}",2006,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_350,Olympus,SP series,SP-350,Olympus SP-350,"[""Olympus SP-350""]","{""global"": [""Olympus SP-350""], ""regional_aliases"": [""Olympus SP-350""]}",2005,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_500uz,Olympus,SP series,SP-500UZ,Olympus SP-500UZ,"[""Olympus SP-500UZ""]","{""global"": [""Olympus SP-500UZ""], ""regional_aliases"": [""Olympus SP-500UZ""]}",2005,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_510uz,Olympus,SP series,SP-510UZ,Olympus SP-510UZ,"[""Olympus SP-510UZ""]","{""global"": [""Olympus SP-510UZ""], ""regional_aliases"": [""Olympus SP-510UZ""]}",2006,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_550uz,Olympus,SP series,SP-550UZ,Olympus SP-550UZ,"[""Olympus SP-550UZ""]","{""global"": [""Olympus SP-550UZ""], ""regional_aliases"": [""Olympus SP-550UZ""]}",2007,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_560uz,Olympus,SP series,SP-560UZ,Olympus SP-560UZ,"[""Olympus SP-560UZ""]","{""global"": [""Olympus SP-560UZ""], ""regional_aliases"": [""Olympus SP-560UZ""]}",2007,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_565uz,Olympus,SP series,SP-565UZ,Olympus SP-565UZ,"[""Olympus SP-565UZ""]","{""global"": [""Olympus SP-565UZ""], ""regional_aliases"": [""Olympus SP-565UZ""]}",,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_570uz,Olympus,SP series,SP-570UZ,Olympus SP-570UZ,"[""Olympus SP-570UZ""]","{""global"": [""Olympus SP-570UZ""], ""regional_aliases"": [""Olympus SP-570UZ""]}",2008,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_590uz,Olympus,SP series,SP-590UZ,Olympus SP-590UZ,"[""Olympus SP-590UZ""]","{""global"": [""Olympus SP-590UZ""], ""regional_aliases"": [""Olympus SP-590UZ""]}",2009,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_600uz,Olympus,SP series,SP-600UZ,Olympus SP-600UZ,"[""Olympus SP-600UZ""]","{""global"": [""Olympus SP-600UZ""], ""regional_aliases"": [""Olympus SP-600UZ""]}",2010,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_610uz,Olympus,SP series,SP-610UZ,Olympus SP-610UZ,"[""Olympus SP-610UZ""]","{""global"": [""Olympus SP-610UZ""], ""regional_aliases"": [""Olympus SP-610UZ""]}",2011,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_620uz,Olympus,SP series,SP-620UZ,Olympus SP-620UZ,"[""Olympus SP-620UZ""]","{""global"": [""Olympus SP-620UZ""], ""regional_aliases"": [""Olympus SP-620UZ""]}",2012,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_700,Olympus,SP series,SP-700,Olympus SP-700,"[""Olympus SP-700""]","{""global"": [""Olympus SP-700""], ""regional_aliases"": [""Olympus SP-700""]}",2005,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_720uz,Olympus,SP,SP-720UZ,Olympus SP-720UZ,"[""SP-720UZ"", ""Olympus SP-720UZ"", ""OM SYSTEM SP-720UZ""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_sp_800uz,Olympus,SP series,SP-800UZ,Olympus SP-800UZ,"[""Olympus SP-800UZ""]","{""global"": [""Olympus SP-800UZ""], ""regional_aliases"": [""Olympus SP-800UZ""]}",2010,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_810uz,Olympus,SP series,SP-810UZ,Olympus SP-810UZ,"[""Olympus SP-810UZ""]","{""global"": [""Olympus SP-810UZ""], ""regional_aliases"": [""Olympus SP-810UZ""]}",2011,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sp_820uz,Olympus,SP series,SP-820UZ,Olympus SP-820UZ,"[""Olympus SP-820UZ""]","{""global"": [""Olympus SP-820UZ""], ""regional_aliases"": [""Olympus SP-820UZ""]}",2012,point_and_shoot,fixed_lens,aa,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_stylus_1,Olympus,STYLUS,STYLUS 1,Olympus STYLUS 1,"[""STYLUS 1"", ""Olympus STYLUS 1"", ""OM SYSTEM STYLUS 1""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_stylus_1s,Olympus,STYLUS,STYLUS 1s,Olympus STYLUS 1s,"[""STYLUS 1s"", ""Olympus STYLUS 1s"", ""OM SYSTEM STYLUS 1s""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_stylus_410,Olympus,Stylus/mju Digital,Stylus 410,Olympus Stylus 410,"[""Olympus mju 410""]","{""global"": [""Olympus Stylus 410""], ""regional_aliases"": [""Olympus mju 410""]}",,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_stylus_xz_2,Olympus,Stylus XZ,XZ-2,Olympus Stylus XZ-2,"[""STYLUS XZ-2""]",{},2012,premium_compact,fixed_lens,proprietary_li_ion,
olympus_sz_10,Olympus,SZ series,SZ-10,Olympus SZ-10,"[""Olympus SZ-10""]","{""global"": [""Olympus SZ-10""], ""regional_aliases"": [""Olympus SZ-10""]}",2011,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sz_11,Olympus,SZ series,SZ-11,Olympus SZ-11,"[""Olympus SZ-11""]","{""global"": [""Olympus SZ-11""], ""regional_aliases"": [""Olympus SZ-11""]}",2011,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sz_14,Olympus,SZ,SZ-14,Olympus SZ-14,"[""SZ-14"", ""Olympus SZ-14"", ""OM SYSTEM SZ-14""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_sz_15,Olympus,SZ series,SZ-15,Olympus SZ-15,"[""Olympus SZ-15""]","{""global"": [""Olympus SZ-15""], ""regional_aliases"": [""Olympus SZ-15""]}",2013,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sz_16,Olympus,SZ series,SZ-16,Olympus SZ-16,"[""Olympus SZ-16""]","{""global"": [""Olympus SZ-16""], ""regional_aliases"": [""Olympus SZ-16""]}",2013,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sz_20,Olympus,SZ,SZ-20,Olympus SZ-20,"[""SZ-20"", ""Olympus SZ-20"", ""OM SYSTEM SZ-20""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_sz_30mr,Olympus,SZ series,SZ-30MR,Olympus SZ-30MR,"[""Olympus SZ-30MR""]","{""global"": [""Olympus SZ-30MR""], ""regional_aliases"": [""Olympus SZ-30MR""]}",2011,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_sz_31mr_ihs,Olympus,SZ series,SZ-31MR iHS,Olympus SZ-31MR iHS,"[""Olympus SZ-31MR iHS""]","{""global"": [""Olympus SZ-31MR iHS""], ""regional_aliases"": [""Olympus SZ-31MR iHS""]}",2012,bridge_superzoom,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tg_1_ihs,Olympus,Tough/TG,TG-1 iHS,Olympus TG-1 iHS,"[""Olympus TG-1 iHS""]","{""global"": [""Olympus TG-1 iHS""], ""regional_aliases"": [""Olympus TG-1 iHS""]}",2012,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tg_2_ihs,Olympus,Tough/TG,TG-2 iHS,Olympus TG-2 iHS,"[""Olympus TG-2 iHS""]","{""global"": [""Olympus TG-2 iHS""], ""regional_aliases"": [""Olympus TG-2 iHS""]}",2013,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tg_3,Olympus,Tough/TG,TG-3,Olympus TG-3,"[""Olympus TG-3""]","{""global"": [""Olympus TG-3""], ""regional_aliases"": [""Olympus TG-3""]}",2014,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tg_310,Olympus,Tough/TG,TG-310,Olympus TG-310,"[""Olympus TG-310""]","{""global"": [""Olympus TG-310""], ""regional_aliases"": [""Olympus TG-310""]}",2011,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tg_320,Olympus,Tough/TG,TG-320,Olympus TG-320,"[""Olympus TG-320""]","{""global"": [""Olympus TG-320""], ""regional_aliases"": [""Olympus TG-320""]}",2012,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tg_4,Olympus,Tough/TG,TG-4,Olympus TG-4,"[""Olympus TG-4""]","{""global"": [""Olympus TG-4""], ""regional_aliases"": [""Olympus TG-4""]}",2015,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tg_5,Olympus,Tough/TG,TG-5,Olympus TG-5,"[""Olympus TG-5""]","{""global"": [""Olympus TG-5""], ""regional_aliases"": [""Olympus TG-5""]}",2017,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tg_610,Olympus,Tough/TG,TG-610,Olympus TG-610,"[""Olympus TG-610""]","{""global"": [""Olympus TG-610""], ""regional_aliases"": [""Olympus TG-610""]}",2011,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tg_615,Olympus,TG,TG-615,Olympus TG-615,"[""TG-615"", ""Olympus TG-615"", ""OM SYSTEM TG-615""]",{},,waterproof_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_tg_620,Olympus,TG,TG-620,Olympus TG-620,"[""TG-620"", ""Olympus TG-620"", ""OM SYSTEM TG-620""]",{},,waterproof_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_tg_625,Olympus,TG,TG-625,Olympus TG-625,"[""TG-625"", ""Olympus TG-625"", ""OM SYSTEM TG-625""]",{},,waterproof_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_tg_630_ihs,Olympus,Tough/TG,TG-630 iHS,Olympus TG-630 iHS,"[""Olympus TG-630 iHS""]","{""global"": [""Olympus TG-630 iHS""], ""regional_aliases"": [""Olympus TG-630 iHS""]}",2013,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tg_7,Olympus,TG,TG-7,Olympus TG-7,"[""TG-7"", ""Olympus TG-7"", ""OM SYSTEM TG-7""]",{},,waterproof_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_tg_810,Olympus,Tough/TG,TG-810,Olympus TG-810,"[""Olympus TG-810""]","{""global"": [""Olympus TG-810""], ""regional_aliases"": [""Olympus TG-810""]}",2011,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tg_820_ihs,Olympus,Tough/TG,TG-820 iHS,Olympus TG-820 iHS,"[""Olympus TG-820 iHS""]","{""global"": [""Olympus TG-820 iHS""], ""regional_aliases"": [""Olympus TG-820 iHS""]}",2012,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tg_830_ihs,Olympus,Tough/TG,TG-830 iHS,Olympus TG-830 iHS,"[""Olympus TG-830 iHS""]","{""global"": [""Olympus TG-830 iHS""], ""regional_aliases"": [""Olympus TG-830 iHS""]}",2013,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tg_835,Olympus,TG,TG-835,Olympus TG-835,"[""TG-835"", ""Olympus TG-835"", ""OM SYSTEM TG-835""]",{},,waterproof_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_tg_850,Olympus,Tough/TG,TG-850,Olympus TG-850,"[""Olympus TG-850""]","{""global"": [""Olympus TG-850""], ""regional_aliases"": [""Olympus TG-850""]}",2014,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tg_860,Olympus,Tough/TG,TG-860,Olympus TG-860,"[""Olympus TG-860""]","{""global"": [""Olympus TG-860""], ""regional_aliases"": [""Olympus TG-860""]}",2015,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tg_870,Olympus,Tough/TG,TG-870,Olympus TG-870,"[""Olympus TG-870""]","{""global"": [""Olympus TG-870""], ""regional_aliases"": [""Olympus TG-870""]}",2016,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_tough_3000,Olympus,μ,μ TOUGH-3000,Olympus μ TOUGH-3000,"[""μ TOUGH-3000"", ""Olympus μ TOUGH-3000"", ""OM SYSTEM μ TOUGH-3000""]",{},,waterproof_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_tough_6000,Olympus,μ,μ TOUGH-6000,Olympus μ TOUGH-6000,"[""μ TOUGH-6000"", ""Olympus μ TOUGH-6000"", ""OM SYSTEM μ TOUGH-6000""]",{},,waterproof_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_tough_6010,Olympus,μ,μ TOUGH-6010,Olympus μ TOUGH-6010,"[""μ TOUGH-6010"", ""Olympus μ TOUGH-6010"", ""OM SYSTEM μ TOUGH-6010""]",{},,waterproof_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_tough_6020,Olympus,μ,μ TOUGH-6020,Olympus μ TOUGH-6020,"[""μ TOUGH-6020"", ""Olympus μ TOUGH-6020"", ""OM SYSTEM μ TOUGH-6020""]",{},,waterproof_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_tough_8000,Olympus,μ,μ TOUGH-8000,Olympus μ TOUGH-8000,"[""μ TOUGH-8000"", ""Olympus μ TOUGH-8000"", ""OM SYSTEM μ TOUGH-8000""]",{},,waterproof_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_tough_8010,Olympus,μ,μ TOUGH-8010,Olympus μ TOUGH-8010,"[""μ TOUGH-8010"", ""Olympus μ TOUGH-8010"", ""OM SYSTEM μ TOUGH-8010""]",{},,waterproof_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_tough_tg_6,Olympus,Tough,TG-6,Olympus Tough TG-6,"[""OLYMPUS Tough TG-6""]",{},2019,waterproof_compact,fixed_lens,proprietary_li_ion,
olympus_vg_110,Olympus,VG series,VG-110,Olympus VG-110,"[""Olympus VG-110"", ""D-700""]","{""global"": [""Olympus VG-110""], ""regional_aliases"": [""Olympus VG-110""], ""research_aliases"": [""D-700""]}",2011,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_vg_120,Olympus,VG series,VG-120,Olympus VG-120,"[""Olympus VG-120""]","{""global"": [""Olympus VG-120""], ""regional_aliases"": [""Olympus VG-120""]}",2011,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_vg_130,Olympus,VG,VG-130,Olympus VG-130,"[""VG-130"", ""Olympus VG-130"", ""OM SYSTEM VG-130""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_vg_145,Olympus,VG series,VG-145,Olympus VG-145,"[""Olympus VG-145""]","{""global"": [""Olympus VG-145""], ""regional_aliases"": [""Olympus VG-145""]}",2011,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_vg_170,Olympus,VG,VG-170,Olympus VG-170,"[""VG-170"", ""Olympus VG-170"", ""OM SYSTEM VG-170""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_vg_180,Olympus,VG,VG-180,Olympus VG-180,"[""VG-180"", ""Olympus VG-180"", ""OM SYSTEM VG-180""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_vg_190,Olympus,VG,VG-190,Olympus VG-190,"[""VG-190"", ""Olympus VG-190"", ""OM SYSTEM VG-190""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_vh_410,Olympus,VH series,VH-410,Olympus VH-410,"[""Olympus VH-410""]","{""global"": [""Olympus VH-410""], ""regional_aliases"": [""Olympus VH-410""]}",2012,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_vh_510,Olympus,VH,VH-510,Olympus VH-510,"[""VH-510"", ""Olympus VH-510"", ""OM SYSTEM VH-510""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_vh_515,Olympus,VH series,VH-515,Olympus VH-515,"[""Olympus VH-515""]","{""global"": [""Olympus VH-515""], ""regional_aliases"": [""Olympus VH-515""]}",2012,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_vh_520,Olympus,VH,VH-520,Olympus VH-520,"[""VH-520"", ""Olympus VH-520"", ""OM SYSTEM VH-520""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_vr_320,Olympus,VR series,VR-320,Olympus VR-320,"[""Olympus VR-320""]","{""global"": [""Olympus VR-320""], ""regional_aliases"": [""Olympus VR-320""]}",2011,point_and_shoot,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
olympus_vr_360,Olympus,VR,VR-360,Olympus VR-360,"[""VR-360"", ""Olympus VR-360"", ""OM SYSTEM VR-360""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_vr_370,Olympus,VR,VR-370,Olympus VR-370,"[""VR-370"", ""Olympus VR-370"", ""OM SYSTEM VR-370""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
olympus_xz_1,Olympus,XZ series,XZ-1,Olympus XZ-1,"[""Olympus XZ-1""]","{""global"": [""Olympus XZ-1""], ""regional_aliases"": [""Olympus XZ-1""]}",,premium_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
om_system_tough_tg_7,OM System,Tough,TG-7,OM System Tough TG-7,"[""Tough TG-7""]",{},2023,waterproof_compact,fixed_lens,proprietary_li_ion,
panasonic_lumix_dc_fz80,Panasonic,Lumix FZ,DC-FZ80,Panasonic Lumix DC-FZ80,"[""Lumix FZ80"", ""Lumix FZ82""]","{""europe"": [""DC-FZ82""], ""us"": [""DC-FZ80""]}",2017,bridge_superzoom,fixed_lens,proprietary_li_ion,
panasonic_lumix_dc_lx100m2,Panasonic,Lumix LX,DC-LX100M2,Panasonic Lumix DC-LX100M2,"[""DC-LX100M2"", ""Panasonic DC-LX100M2"", ""Panasonic Lumix DC-LX100M2""]",{},,large_sensor_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
panasonic_lumix_dc_lx7,Panasonic,Lumix LX,DC-LX7,Panasonic Lumix DC-LX7,"[""DC-LX7"", ""Panasonic DC-LX7"", ""Panasonic Lumix DC-LX7""]",{},,premium_compact,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
panasonic_lumix_dc_ts7,Panasonic,Lumix TS/FT,DC-TS7,Panasonic Lumix DC-TS7,"[""DC-TS7""]","{""global"": [""Panasonic Lumix DC-TS7""], ""regional_aliases"": [""DC-TS7""]}",2018,waterproof_compact,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
panasonic_lumix_dc_zs200_tz200,Panasonic,Lumix ZS/TZ,DC-ZS200 / DC-TZ200,Panasonic Lumix DC-ZS200 / DC-TZ200,"[""DC-ZS200"", ""DC-TZ200"", ""TZ200"", ""ZS200""]","{""europe"": [""DC-TZ200""], ""us"": [""DC-ZS200""]}",2018,travel_zoom,fixed_lens,proprietary_li_ion,Panasonic ZS/TZ names are regional names for the same travel-zoom class.
panasonic_lumix_dc_zs70,Panasonic,Lumix TZ/ZS,DC-ZS70,Panasonic Lumix DC-ZS70,"[""DC-ZS70""]","{""global"": [""Panasonic Lumix DC-ZS70""], ""regional_aliases"": [""DC-ZS70""]}",2017,travel_zoom,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
panasonic_lumix_dc_zs80,Panasonic,Lumix TZ/ZS,DC-ZS80,Panasonic Lumix DC-ZS80,"[""DC-ZS80""]","{""global"": [""Panasonic Lumix DC-ZS80""], ""regional_aliases"": [""DC-ZS80""]}",2019,travel_zoom,fixed_lens,proprietary_li_ion,Candidate existence imported from Camera-wiki; battery mapping not inferred.
panasonic_lumix_dmc_f2,Panasonic,Lumix F,DMC-F2,Panasonic Lumix DMC-F2,"[""DMC-F2"", ""Panasonic DMC-F2"", ""Panasonic Lumix DMC-F2""]",{},,point_and_shoot,fixed_lens,proprietary_li_ion,Added from an official manufacturer battery compatibility table for a recognized fixed-lens compact family; release year remains unverified.
